"municipality_code","city","designation","city_resolution_status","city_mapping_flags","representative_postal_code","representative_postal_area","representative_dso_candidate_count","raw_dso_name_from_feed","canonical_operator_name","mapping_basis","monthly_fixed_fee_eur_vat_incl","energy_charge_cents_kwh_vat_incl_excl_electricity_tax","electricity_tax_included","tariff_name","power_charge_eur_kw_month","tariff_snapshot_created_at","comparison_published_at","tariff_status","price_available","tariff_source_url","comparison_source_url","city_source_url","postal_area_source_url","dso_feed_source_url","observed_municipality_dso_names","notes"
"272","Kokkola","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","67100","Kokkola Keskus","4","Vetelin Energia Oy","Vetelin Energia Oy","exact_feed_name_to_snapshot_name","16.43","5.69","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","official_source_not_found","yes","","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kokkola","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Herrfors Nät-Verkko Oy Ab; Kokkolan Energiaverkot Oy; Kronoby Elverk Ab; Verkko Korpela Oy; Vetelin Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: No official tariff PDF/page was confirmed in this pass. Official tariff not found."
"285","Kotka","kaupunki","resolved_with_caveat","postal_code_is_proxy_not_exact_centre","48100","Kotkansaari","1","Kymenlaakson Sähköverkko Oy","Kymenlaakson Sähköverkko Oy","exact_feed_name_to_snapshot_name","23.87","2.85","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.ksoy.fi/hinnastot-ja-ehdot/pienasiakkaiden-verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kotka","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kymenlaakson Sähköverkko Oy","City mapping: postal_code_is_proxy_not_exact_centre Tariff note: Official page shows 3x25/1x35 general fee and 2.845 c/kWh rounded to 2.85; the tariff archive references 1.11.2024. Older/unchanged but matching."
"286","Kouvola","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","45100","Kouvola Keskus","3","Järvi-Suomen Energia Oy","Järvi-Suomen Energia Oy","exact_feed_name_to_snapshot_name","44.44","5.14","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://www.jseoy.fi/wp-content/uploads/2025/09/verkkopalveluhinnasto-1.7.2025-alkaen-saavutettava-1.1.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kouvola","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Järvi-Suomen Energia Oy; KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lappeenrannan Energiaverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Historical official 1.7.2025 tariff matches the snapshot. Official current tariff effective 1.7.2026 shows a later fixed fee of 47.55 €/month. Snapshot matched; later tariff differs."
"286","Kouvola","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","45100","Kouvola Keskus","3","KSS Verkko Oy","KSS Verkko Oy","exact_feed_name_to_snapshot_name","13.40","4.09","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://assets.ctfassets.net/79vzmppdwnqd/N27nme764Yx3IAH3g4FCB/5b5d378f0ce7f3d1db8fe8cb7075f4ad/KSS_V_Verkkopalvelumaksut_1.1.2025_kk-hinnat.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kouvola","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Järvi-Suomen Energia Oy; KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lappeenrannan Energiaverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2025 tariff shows matching 3x25 A general values and separate tax. Older but matching."
"286","Kouvola","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","45100","Kouvola Keskus","3","Kymenlaakson Sähköverkko Oy","Kymenlaakson Sähköverkko Oy","exact_feed_name_to_snapshot_name","23.87","2.85","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.ksoy.fi/hinnastot-ja-ehdot/pienasiakkaiden-verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kouvola","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Järvi-Suomen Energia Oy; KSS Verkko Oy; Kymenlaakson Sähköverkko Oy; Lappeenrannan Energiaverkot Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page shows 3x25/1x35 general fee and 2.845 c/kWh rounded to 2.85; the tariff archive references 1.11.2024. Older/unchanged but matching."
"287","Kristiinankaupunki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","64100","Kristiinankaupunki keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kristiinankaupunki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Lankosken Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"287","Kristiinankaupunki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","64100","Kristiinankaupunki keskus","2","Lankosken Sähkö Oy","Lankosken Sähkö Oy","exact_feed_name_to_snapshot_name","30.00","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://lankoski.fi/tuotteet-ja-palvelut/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kristiinankaupunki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Lankosken Sähkö Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official site located, but the exact 2026 general-transfer tariff row was not extracted in this pass. Unverified official match."
"290","Kuhmo","kaupunki","resolved_representative_only","","88900","Kuhmo Keskus","1","Kajave Oy","Kajave Oy","exact_feed_name_to_snapshot_name","41.80","5.75","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.kajave.fi/app/uploads/sites/3/2026/06/kajave_hinnasto_verkkopalvelu_01062026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kuhmo","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kajave Oy","Tariff note: Official 1.6.2026 tariff has two 3x25 A general-fee categories by number of usage points: 41.80 €/month for 1–2 points and 25.70 €/month for 3 or more. The source row uses the 41.80 category. Matched with usage-point category caveat."
"297","Kuopio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","70100","Kuopio Keskus","2","Kuopion Energia Oy","Kuopion Sähköverkko Oy","curated_alias_to_snapshot_name","6.78","3.21","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.kuopionenergia.fi/wp-content/uploads/2026/03/ke_sahkoverkon_verkkopalveluhinnasto_20260326.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kuopio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kuopion Energia Oy; PKS Sähkösiirto Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff states effective 1.12.2024 and matches the 2026 comparison values. Older but matching."
"297","Kuopio","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","70100","Kuopio Keskus","2","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kuopio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kuopion Energia Oy; PKS Sähkösiirto Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"301","Kurikka","kaupunki","resolved_with_caveat","municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","61300","Kurikka Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kurikka","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Leppäkoski Group Oy; Vaasan Sähköverkko Oy; Vatajankoski Oy","City mapping: municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"305","Kuusamo","kaupunki","resolved_with_caveat","postal_code_is_proxy_not_exact_centre","93600","Kuusamo","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kuusamo","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy","City mapping: postal_code_is_proxy_not_exact_centre Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"309","Outokumpu","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","83500","Outokumpu Keskus","2","Outokummun Energia Oy","Okun Energia Oy","curated_alias_to_snapshot_name","42.40","4.99","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://outokummunenergia.fi/sahko/sahkonsiirto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/outokumpu","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Outokummun Energia Oy; PKS Sähkösiirto Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page labels the tariff effective 1.1.2026 and shows 1x25–3x25 A at 42.40 €/month and 4.99 c/kWh. Matched."
"309","Outokumpu","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","83500","Outokumpu Keskus","2","PKS Sähkösiirto Oy","PKS Sähkönsiirto Oy","curated_alias_to_snapshot_name","42.04","5.46","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://pkssahkonsiirto.fi/wp-content/uploads/pkss_verkkopalveluhinnasto_01072025.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/outokumpu","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Outokummun Energia Oy; PKS Sähkösiirto Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.7.2025 tariff gives 42.04 €/month and 5.463 c/kWh, rounded here to 5.46; electricity tax separately listed. Current 1.7.2026 tariff shows 42.00 €/month. Snapshot matched; later tariff differs slightly."
"320","Kemijärvi","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","98100","Kemijärvi Keskus","3","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/kemijarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Koillis-Lapin Sähkö Oy; Rovakaira Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
